rca.function.nexits.max,0,0,6,6,10,6,8,16,12,12,12,16,10,14,20,30,30,22,40,58,70
rca.function.cognitive.average,0,0,0,2,0,2,2,2,2,0,2,2,2,2,0,2,6,6,6,20,50
rca.function.cognitive.sum,0,0,0,0,0,0,0,0,4,0,0,2,4,8,18,16,20,22,24,40,52
rca.function.loc.cloc_max,4,2,8,8,10,6,6,16,10,10,6,18,8,22,26,20,24,32,28,30,66
rca.function.loc.ploc_min,0,0,0,0,0,0,0,0,2,4,2,2,2,4,6,10,8,16,16,18,52
rca.function.loc.sloc_average,0,0,0,0,0,0,0,2,0,0,2,4,2,6,2,12,12,22,24,44,56
rca.function.loc.sloc_max,0,0,2,0,2,2,2,0,4,6,14,18,6,26,14,22,22,22,34,34,58
rca.function.loc.sloc_min,0,0,0,0,0,4,2,4,6,6,0,10,4,8,10,34,26,18,24,20,56
rca.function.halstead.vocabulary,0,0,0,2,0,0,2,2,4,6,4,2,8,8,4,20,24,20,14,26,56
rca.function.cognitive.max,0,0,0,2,2,6,4,2,0,6,4,4,10,6,10,12,10,16,18,22,42
rca.function.cyclomatic.average,0,0,0,0,0,0,0,0,0,2,0,6,8,14,12,18,10,6,24,30,38
rca.function.cyclomatic.max,0,0,0,0,0,0,0,0,2,2,0,0,6,4,10,2,12,8,4,12,32
rca.function.cyclomatic.min,0,0,0,0,0,0,0,0,0,0,4,0,4,10,6,14,16,10,12,20,48
rca.function.loc.blank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,38
rca.function.loc.blank_average,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,4,10,6,4,10,22
rca.function.loc.blank_max,0,0,0,0,0,0,0,0,2,0,2,4,2,4,10,10,12,18,22,20,20
rca.function.loc.blank_min,0,0,0,0,0,0,0,0,0,2,0,0,6,2,2,4,4,10,10,32,34
rca.function.loc.cloc,0,0,0,0,0,0,0,2,2,0,2,0,0,8,12,10,16,20,24,30,40
rca.function.loc.lloc,0,0,0,0,0,0,10,10,10,28,24,12,12,20,24,28,30,30,34,40,48
rca.function.loc.ploc,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,8,6,12
rca.function.loc.ploc_average,0,0,0,0,0,0,0,0,0,0,4,0,10,8,4,6,10,8,14,18,38
rca.function.loc.ploc_max,0,0,0,0,2,2,0,0,4,0,6,4,14,8,20,10,14,24,24,26,42
rca.function.loc.sloc,0,0,0,0,0,2,0,2,0,0,0,0,4,2,2,2,8,18,14,24,48
rca.function.nargs.total,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,14,14,16,22,18,36
rca.function.nargs.total_functions,0,0,0,0,0,2,2,4,2,2,10,14,18,22,16,10,12,8,12,16,38
rca.function.nexits.sum,0,0,2,0,0,2,2,6,6,22,24,12,10,20,16,20,14,26,24,24,36
rca.function.nom.closures,0,0,0,0,0,2,0,6,8,2,6,16,16,16,20,14,26,26,26,34,50
rca.function.nom.functions,0,0,2,2,0,2,0,2,2,2,2,4,4,2,8,6,14,6,22,26,46
rca.function.nom.total,0,0,0,0,2,0,6,6,0,2,2,4,12,10,16,18,28,38,28,40,46
rca.function.halstead.N1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,12,14,16,20,34,46
rca.function.halstead.N2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,6,6,16,24,16,18,38
rca.function.halstead.bugs,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,4,6,6,14,30
rca.function.halstead.effort,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,2,8,8,14
rca.function.halstead.estimated_program_length,0,0,0,0,0,0,0,0,0,2,0,0,2,4,10,8,6,22,20,18,38
rca.function.halstead.length,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,4,2,14,38
rca.function.halstead.n2,0,0,0,0,0,0,0,0,0,0,2,2,2,8,6,6,6,6,18,38,44
rca.function.halstead.time,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,4,4,12,12
rca.function.halstead.volume,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,10,12,12,28,18
